iter	RMSE
141	0.001092235944
142	0.001087487033
143	0.001084188754
144	0.00108095462
145	0.001077183213
146	0.001073680315
147	0.001070913813
148	0.001067736791
149	0.001065148722
150	0.001062606016
151	0.001058599013
152	0.001056297906
153	0.001052780715
154	0.001049390358
155	0.001046381407
156	0.001044579791
157	0.00104153231
158	0.001038615046
159	0.001036086122
160	0.001033722795
161	0.001031105611
162	0.001027374516
163	0.001024661287
164	0.001021580272
165	0.001019521329
166	0.001016698886
167	0.001014465862
168	0.001010321105
169	0.001007151365
170	0.001005188972
171	0.001003007755
172	0.0009990314382
173	0.0009968100305
174	0.0009950416494
175	0.0009935634658
176	0.0009905941664
177	0.0009882052219
178	0.0009856842904
179	0.0009845460415
180	0.0009824782664
181	0.0009800545479
182	0.0009777749376
183	0.00097556112
184	0.0009745219862
185	0.0009726540622
186	0.0009712984571
187	0.0009681158958
188	0.0009668851835
189	0.0009661500592
190	0.0009644105337
191	0.0009626118445
192	0.0009606366474
193	0.0009592325525
194	0.0009570822415
195	0.0009557068065
196	0.0009533990174
197	0.0009509338758
198	0.0009485255303
199	0.0009459510706
200	0.0009437905482
201	0.0009430878259
202	0.0009411219249
203	0.0009396031477
204	0.0009380578496
205	0.0009354933525
206	0.0009345179734
207	0.0009330774303
208	0.0009304217918
209	0.0009283398118
210	0.0009268766591
211	0.0009250236359
212	0.0009233457678
213	0.0009216622498
214	0.000920152715
215	0.0009179249224
216	0.0009160401221
217	0.0009142619822
218	0.0009122665762
219	0.0009106578589
220	0.0009093669604
221	0.0009076273624
222	0.0009062103051
223	0.0009047841761
224	0.0009026521985
225	0.000900377351
226	0.0008986097061
227	0.0008972501177
228	0.0008957264873
229	0.0008942128043
230	0.0008916509638
231	0.0008902168845
232	0.0008877869055
233	0.0008866164409
234	0.0008849072273
235	0.0008835056757
236	0.0008818860184
237	0.0008805609901
238	0.0008786990665
239	0.0008768262828
240	0.0008749256841
241	0.0008732016738
242	0.0008712011885
243	0.0008695366392
244	0.0008680502202
245	0.0008663351357
246	0.0008649739975
247	0.0008631809655
248	0.0008617825522
249	0.0008600859223
250	0.000857874659
251	0.0008561336216
252	0.0008549334583
253	0.0008538422027
254	0.000851863679
255	0.0008508664002
256	0.0008493272736
257	0.00084810023
258	0.0008471427919
259	0.0008459032285
260	0.0008446167585
261	0.0008428608912
262	0.000841454682
263	0.0008389910372
264	0.0008366992715
265	0.0008357648155
266	0.0008333901025
267	0.0008316950894
268	0.0008299276254
269	0.0008285342356
270	0.0008274487971
271	0.0008266164859
272	0.0008253129005
273	0.0008240239779
274	0.0008222583481
275	0.0008209631168
276	0.0008193960754
277	0.0008183824147
278	0.0008172314299
279	0.0008160888222
280	0.0008151390761
281	0.0008139575302
282	0.0008117699926
283	0.0008102306567
284	0.000808790238
285	0.0008076709802
286	0.0008063370584
287	0.0008043747818
288	0.0008028859408
289	0.0008018186772
290	0.000800494702
291	0.0007993376223
292	0.0007980988002
293	0.0007954408933
294	0.0007943796489
295	0.0007927561733
296	0.0007916024259
297	0.0007898976093
298	0.0007887710243
299	0.0007875689892
300	0.0007862386481
301	0.0007848121972
302	0.0007833508444
303	0.0007819995573
304	0.0007810440555
305	0.0007803718465
306	0.0007793683593
307	0.0007776807298
308	0.0007766326927
309	0.0007756193885
310	0.0007743524944
311	0.0007729991511
312	0.0007712899412
313	0.0007700851369
314	0.0007687575865
315	0.0007678837744
316	0.0007665820999
317	0.000765250512
318	0.0007643836204
319	0.0007635682799
320	0.0007623108602
321	0.0007613960298
322	0.0007606943196
323	0.0007593684979
324	0.0007586842202
325	0.0007575939148
326	0.0007565012728
327	0.0007556014505
328	0.0007544161299
329	0.0007524170874
330	0.0007513108644
331	0.000749904158
332	0.0007489092938
333	0.0007479498645
334	0.0007470488281
335	0.0007463610872
336	0.0007455145868
337	0.000744648374
338	0.0007434800806
339	0.0007428104982
340	0.0007415127391
341	0.0007404322932
342	0.0007398297855
343	0.000738750679
344	0.0007379730264
345	0.0007368462063
346	0.0007356742571
347	0.000734712816
348	0.0007336425105
349	0.0007325332981
350	0.0007315756819
351	0.0007311785308
352	0.0007303613212
353	0.0007289470397
354	0.0007281330873
355	0.0007271043731
356	0.0007264475196
357	0.0007256299544
358	0.0007247279813
359	0.0007229514475
360	0.0007224446264
361	0.0007213504252
362	0.0007196441506
363	0.0007188253192
364	0.0007178372797
365	0.0007167380504
366	0.0007159409553
367	0.0007151440796
368	0.0007144036407
369	0.0007135526633
370	0.0007123492461
371	0.0007109502871
372	0.0007105659259
373	0.0007095876021
374	0.0007089892533
375	0.0007079394642
376	0.0007070294837
377	0.0007062802803
378	0.0007048603546
379	0.0007041103285
380	0.0007031397006
381	0.0007017223787
382	0.0007010344848
383	0.0007004929757
384	0.0006996000565
385	0.0006987248179
386	0.0006975414812
387	0.0006958836468
388	0.0006953557505
389	0.0006943564533
390	0.0006934976271
391	0.0006929503935
392	0.00069209586
393	0.0006914556119
394	0.0006904406706
395	0.000689761234
396	0.0006888030587
397	0.000687265286
398	0.0006858596482
399	0.0006851429437
400	0.0006837064235
401	0.0006824008174
402	0.0006811560158
403	0.0006799160238
404	0.0006784275802
405	0.0006780091057
406	0.0006771599293
407	0.0006763599631
408	0.0006753793887
409	0.0006748705131
410	0.0006737304898
411	0.0006727206749
412	0.0006723137649
413	0.000671497794
414	0.0006703671065
415	0.000669343266
416	0.0006685409388
417	0.0006678555257
418	0.000667354949
419	0.0006667120628
420	0.0006656096006
421	0.0006648704213
422	0.0006641690489
423	0.0006631886263
424	0.0006621283874
425	0.0006612997341
426	0.0006604947072
427	0.0006596647999
428	0.0006590397444
429	0.0006580658517
430	0.0006567371447
431	0.0006558351265
432	0.000654736922
433	0.0006543439037
434	0.0006537847718
435	0.0006529520277
436	0.0006519293648
437	0.0006511654243
438	0.0006506273053
439	0.0006498249244
440	0.0006486437061
441	0.0006477008038
442	0.0006472940763
443	0.0006466928328
444	0.0006459634879
445	0.000645627576
446	0.000644957256
447	0.0006438829447
448	0.0006428892936
449	0.0006418115485
450	0.0006411816284
451	0.0006403428906
452	0.0006399851899
453	0.0006393188291
454	0.0006390279678
455	0.00063779427
456	0.0006371046475
457	0.0006360621223
458	0.0006356932386
459	0.0006345244886
460	0.0006334347822
461	0.0006328164683
462	0.0006321208436
463	0.0006312429302
464	0.000630345893
465	0.0006294926681
466	0.0006287308013
467	0.000628358652
468	0.0006276454241
469	0.0006265884693
470	0.0006259727517
471	0.0006257285983
472	0.0006249659309
473	0.0006241590137
474	0.0006227682021
475	0.0006221380986
476	0.0006211682385
477	0.0006206281206
478	0.0006197421306
479	0.000618556741
480	0.0006179209376
481	0.0006167554285
482	0.0006163627865
483	0.000615707598
484	0.0006150191258
485	0.0006147914265
486	0.000613717471
487	0.0006130159424
488	0.0006123261088
489	0.0006111044209
490	0.0006102335889
491	0.0006093905765
492	0.0006084025738
493	0.0006074832974
494	0.0006065261857
495	0.0006060483985
496	0.0006054413274
497	0.0006048651007
498	0.0006039357923
499	0.000603429333
